path_name,overlapping_genes,adj_p_val
phospholipid efflux (GO:0033700),['ABCA7'],0.38356521776520497
phospholipid homeostasis (GO:0055091),['TLCD1'],0.38356521776520497
positive regulation of fatty acid oxidation (GO:0046321),['NR4A3'],0.38356521776520497
positive regulation of neuroinflammatory response (GO:0150078),['IL33'],0.38356521776520497
positive regulation of T-helper 17 type immune response (GO:2000318),['PRKCQ'],0.38356521776520497
positive regulation of vascular permeability (GO:0043117),['VEGFA'],0.38356521776520497
mitotic cytokinesis (GO:0000281),"['ANLN', 'TRIM36']",0.3861215801639554
positive regulation of epithelial cell migration (GO:0010634),"['DOCK5', 'ENPP2', 'VEGFA']",0.3862664228509581
negative regulation of cell migration (GO:0030336),"['GJA1', 'CLIC4', 'PLXNB3', 'MITF']",0.39102503050494936
sensory perception of light stimulus (GO:0050953),"['CRYBG3', 'EYA4', 'CDH23']",0.39102503050494936
neuron migration (GO:0001764),"['NR4A2', 'VEGFA']",0.39102503050494936
phosphatidic acid metabolic process (GO:0046473),"['PLA2G4A', 'PLD1']",0.39102503050494936
positive regulation of cell morphogenesis involved in differentiation (GO:0010770),"['DOCK5', 'LIMS2']",0.39102503050494936
regulation of smoothened signaling pathway (GO:0008589),"['ZIC1', 'GLI3']",0.39102503050494936
regulation of substrate adhesion-dependent cell spreading (GO:1900024),"['DOCK5', 'LIMS2']",0.39102503050494936
gonad development (GO:0008406),"['SALL1', 'SOX8']",0.39102503050494936
positive regulation of actin filament bundle assembly (GO:0032233),"['LPAR1', 'SORBS3']",0.39102503050494936
pteridine-containing compound metabolic process (GO:0042558),['QDPR'],0.39102503050494936
atrial cardiac muscle cell action potential (GO:0086014),['GJA1'],0.39102503050494936
regulation of chemokine (C-X-C motif) ligand 2 production (GO:2000341),['MBP'],0.39102503050494936
cell part morphogenesis (GO:0032990),['MYH14'],0.39102503050494936
cellular potassium ion homeostasis (GO:0030007),['ATP1A2'],0.39102503050494936
regulation of homotypic cell-cell adhesion (GO:0034110),['PRKCQ'],0.39102503050494936
central nervous system projection neuron axonogenesis (GO:0021952),['NFIB'],0.39102503050494936
chondroitin sulfate catabolic process (GO:0030207),['BCAN'],0.39102503050494936
chromatin organization involved in regulation of transcription (GO:0034401),['PADI2'],0.39102503050494936
dermatan sulfate metabolic process (GO:0030205),['BCAN'],0.39102503050494936
DNA catabolic process (GO:0006308),['DNASE1L2'],0.39102503050494936
regulation of nucleocytoplasmic transport (GO:0046822),['IFI27'],0.39102503050494936
regulation of platelet-derived growth factor receptor signaling pathway (GO:0010640),['APOD'],0.39102503050494936
regulation of receptor signaling pathway via STAT (GO:1904892),['HES1'],0.39102503050494936
regulation of response to stress (GO:0080134),['MLC1'],0.39102503050494936
fatty acid elongation (GO:0030497),['ELOVL7'],0.39102503050494936
high-density lipoprotein particle assembly (GO:0034380),['ABCA7'],0.39102503050494936
homeostasis of number of cells (GO:0048872),['NOTCH1'],0.39102503050494936
semaphorin-plexin signaling pathway involved in neuron projection guidance (GO:1902285),['PLXNB3'],0.39102503050494936
sodium ion export across plasma membrane (GO:0036376),['ATP1A2'],0.39102503050494936
very long-chain fatty acid biosynthetic process (GO:0042761),['ELOVL7'],0.39102503050494936
muscle tissue development (GO:0060537),['CSRP1'],0.39102503050494936
negative regulation of adenylate cyclase activity (GO:0007194),['EDNRB'],0.39102503050494936
"negative regulation of CD4-positive, alpha-beta T cell activation (GO:2000515)",['VSIR'],0.39102503050494936
negative regulation of endoplasmic reticulum unfolded protein response (GO:1900102),['ABCA7'],0.39102503050494936
negative regulation of myotube differentiation (GO:0010832),['NOTCH1'],0.39102503050494936
negative regulation of nucleocytoplasmic transport (GO:0046823),['APOD'],0.39102503050494936
negative regulation of viral release from host cell (GO:1902187),['TRIM13'],0.39102503050494936
positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002824),['PRKCQ'],0.39102503050494936
"positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516)",['PRKCQ'],0.39102503050494936
positive regulation of histone deacetylation (GO:0031065),['VEGFA'],0.39102503050494936
positive regulation of mRNA metabolic process (GO:1903313),['PRR5L'],0.39102503050494936
positive regulation of protein localization to cell surface (GO:2000010),['ABCA7'],0.39102503050494936
positive regulation of transporter activity (GO:0032411),['SGK2'],0.39102503050494936
regulation of MAP kinase activity (GO:0043405),"['SPRY2', 'EGFR', 'VEGFA']",0.39102503050494936
regulation of macromolecule metabolic process (GO:0060255),"['SOX2', 'LHX1', 'TFEB', 'HMG20B', 'ZFP36L1']",0.39759058223152366
regulation of cytosolic calcium ion concentration (GO:0051480),"['PDGFRA', 'LPAR1', 'CDH23', 'ATP1A2']",0.39759058223152366
positive regulation of intracellular protein transport (GO:0090316),"['TCF7L2', 'JUP', 'ZIC1', 'PRR5L']",0.39759058223152366
protein homotetramerization (GO:0051289),"['AQP4', 'PKD2L1']",0.39759058223152366
cardiac muscle tissue development (GO:0048738),"['GJA1', 'NOTCH1']",0.39759058223152366
negative regulation of cysteine-type endopeptidase activity (GO:2000117),"['AVP', 'VEGFA']",0.39759058223152366
positive regulation of chemokine production (GO:0032722),"['IL33', 'MBP']",0.39759058223152366
regulation of cytokine production (GO:0001817),"['IL33', 'IRF3', 'MOG', 'TRIL']",0.39759058223152366
regulation of transforming growth factor beta receptor signaling pathway (GO:0017015),"['DAB2', 'ZEB2', 'SPRY2']",0.39759058223152366
amyloid precursor protein catabolic process (GO:0042987),['ABCA7'],0.39759058223152366
atrioventricular valve development (GO:0003171),['NOTCH1'],0.39759058223152366
branching involved in blood vessel morphogenesis (GO:0001569),['VEGFA'],0.39759058223152366
cardiac left ventricle morphogenesis (GO:0003214),['NOTCH1'],0.39759058223152366
cardiolipin metabolic process (GO:0032048),['PLA2G4A'],0.39759058223152366
cellular response to low-density lipoprotein particle stimulus (GO:0071404),['CD9'],0.39759058223152366
regulation of integrin-mediated signaling pathway (GO:2001044),['LIMS2'],0.39759058223152366
dicarboxylic acid catabolic process (GO:0043649),['ASPA'],0.39759058223152366
regulation of nitric-oxide synthase biosynthetic process (GO:0051769),['IL33'],0.39759058223152366
regulation of protein kinase C signaling (GO:0090036),['VEGFA'],0.39759058223152366
ether lipid metabolic process (GO:0046485),['PLAAT3'],0.39759058223152366
renal absorption (GO:0070293),['GSN'],0.39759058223152366
response to UV-A (GO:0070141),['EGFR'],0.39759058223152366
T-helper cell differentiation (GO:0042093),['TMEM98'],0.39759058223152366
thymus development (GO:0048538),['HES1'],0.39759058223152366
monoacylglycerol metabolic process (GO:0046462),['PLA2G4A'],0.39759058223152366
NAD biosynthesis via nicotinamide riboside salvage pathway (GO:0034356),['NUDT12'],0.39759058223152366
negative regulation of cell activation (GO:0050866),['PDGFRA'],0.39759058223152366
negative regulation of cell migration involved in sprouting angiogenesis (GO:0090051),['NOTCH1'],0.39759058223152366
negative regulation of cyclase activity (GO:0031280),['EDNRB'],0.39759058223152366
negative regulation of fibroblast growth factor receptor signaling pathway (GO:0040037),['SPRY2'],0.39759058223152366
negative regulation of pri-miRNA transcription by RNA polymerase II (GO:1902894),['NFIB'],0.39759058223152366
negative regulation of secretion (GO:0051048),['ERBB3'],0.39759058223152366
negative regulation of T cell differentiation (GO:0045581),['GLI3'],0.39759058223152366
negative regulation of viral transcription (GO:0032897),['TRIM13'],0.39759058223152366
neuromuscular process controlling balance (GO:0050885),['CDH23'],0.39759058223152366
nucleoside phosphate catabolic process (GO:1901292),['ENTPD1'],0.39759058223152366
ovarian follicle development (GO:0001541),['VEGFA'],0.39759058223152366
pancreas development (GO:0031016),['TCF7L2'],0.39759058223152366
positive regulation of alpha-beta T cell differentiation (GO:0046638),['GLI3'],0.39759058223152366
positive regulation of cardiac muscle cell proliferation (GO:0060045),['NOTCH1'],0.39759058223152366
positive regulation of glycoprotein biosynthetic process (GO:0010560),['IL33'],0.39759058223152366
positive regulation of regulatory T cell differentiation (GO:0045591),['VSIR'],0.39759058223152366
positive regulation of SMAD protein signal transduction (GO:0060391),['DAB2'],0.39759058223152366
positive regulation of transmembrane transport (GO:0034764),['NR4A3'],0.39759058223152366
regulation of gene expression (GO:0010468),"['IL33', 'GSN', 'NKX6-2', 'NOTCH1', 'MOG', 'TFEB', 'MITF', 'VSIR', 'POU3F3', 'VEGFA', 'ZFP36L1', 'SOX2', 'GJA1', 'NFIA', 'LHX1', 'SPRY2', 'HMG20B', 'PRKCQ', 'AVP', 'SOX6']",0.4001428473120373
regulation of focal adhesion assembly (GO:0051893),"['APOD', 'VEGFA']",0.4001428473120373
regulation of megakaryocyte differentiation (GO:0045652),"['NR4A3', 'PRKCQ']",0.4001428473120373
positive regulation of leukocyte chemotaxis (GO:0002690),"['PTN', 'VEGFA']",0.4001428473120373
actin filament organization (GO:0007015),"['MYO1E', 'GSN', 'CDC42EP2', 'ERMN']",0.4001428473120373
negative regulation of protein phosphorylation (GO:0001933),"['RASSF2', 'SPRY2', 'PRR5L', 'PLPP3']",0.4001428473120373
positive regulation of protein phosphorylation (GO:0001934),"['DAB2', 'RASSF2', 'ENPP2', 'SPRY2', 'FAM20A', 'AVP', 'EGFR', 'VEGFA']",0.4001428473120373
protein O-linked glycosylation (GO:0006493),"['GALNT6', 'ST6GAL1', 'PLOD1']",0.4001428473120373
cell junction assembly (GO:0034329),"['CDH20', 'LIMS2', 'CDH19']",0.4001428473120373
positive regulation of vasculature development (GO:1904018),"['JUP', 'GAB1', 'VEGFA']",0.4001428473120373
regulation of blood vessel endothelial cell migration (GO:0043535),"['JUP', 'VEGFA']",0.4001428473120373
ceramide metabolic process (GO:0006672),"['FA2H', 'PLPP3']",0.4001428473120373
negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154),"['AVP', 'VEGFA']",0.4001428473120373
positive regulation of response to DNA damage stimulus (GO:2001022),"['EYA4', 'EGFR']",0.4001428473120373
regulation of amyloid fibril formation (GO:1905906),['CRYAB'],0.4001428473120373
cardiac myofibril assembly (GO:0055003),['PDGFRA'],0.4001428473120373
regulation of clathrin-dependent endocytosis (GO:2000369),['DAB2'],0.4001428473120373
regulation of endothelial cell chemotaxis (GO:2001026),['NOTCH1'],0.4001428473120373
regulation of extracellular matrix organization (GO:1903053),['NOTCH1'],0.4001428473120373
cellular sodium ion homeostasis (GO:0006883),['ATP1A2'],0.4001428473120373
contractile actin filament bundle assembly (GO:0030038),['ITGB5'],0.4001428473120373
dermatan sulfate proteoglycan biosynthetic process (GO:0050651),['BCAN'],0.4001428473120373
regulation of neuron projection arborization (GO:0150011),['NTNG2'],0.4001428473120373
"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900151)",['ZFP36L1'],0.4001428473120373
regulation of phospholipase C activity (GO:1900274),['PDGFRA'],0.4001428473120373
endoderm development (GO:0007492),['LHX1'],0.4001428473120373
engulfment of apoptotic cell (GO:0043652),['MEGF10'],0.4001428473120373
regulation of secretion (GO:0051046),['ERBB3'],0.4001428473120373
eye photoreceptor cell development (GO:0042462),['VEGFA'],0.4001428473120373
glucan catabolic process (GO:0009251),['PHKG1'],0.4001428473120373
glycogen catabolic process (GO:0005980),['PHKG1'],0.4001428473120373
response to acidic pH (GO:0010447),['PKD2L1'],0.4001428473120373
response to muscle stretch (GO:0035994),['GSN'],0.4001428473120373
icosanoid biosynthetic process (GO:0046456),['PLA2G4A'],0.4001428473120373
stress fiber assembly (GO:0043149),['ITGB5'],0.4001428473120373
macrophage differentiation (GO:0030225),['VEGFA'],0.4001428473120373
macrophage migration (GO:1905517),['EDNRB'],0.4001428473120373
modulation by host of viral genome replication (GO:0044827),['IFI27'],0.4001428473120373
myoblast fusion (GO:0007520),['CD9'],0.4001428473120373
negative regulation of androgen receptor signaling pathway (GO:0060766),['DAB2'],0.4001428473120373
negative regulation of blood pressure (GO:0045776),['GPR37L1'],0.4001428473120373
negative regulation of cellular component movement (GO:0051271),['CD9'],0.4001428473120373
nucleobase-containing small molecule catabolic process (GO:0034656),['ENTPD1'],0.4001428473120373
peptidyl-arginine modification (GO:0018195),['PADI2'],0.4001428473120373
peptidyl-tyrosine autophosphorylation (GO:0038083),['EGFR'],0.4001428473120373
photoreceptor cell development (GO:0042461),['VEGFA'],0.4001428473120373
positive regulation of endothelial cell chemotaxis (GO:2001028),['VEGFA'],0.4001428473120373
"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900153)",['ZFP36L1'],0.4001428473120373
positive regulation of protein export from nucleus (GO:0046827),['TCF7L2'],0.4001428473120373
positive regulation of sprouting angiogenesis (GO:1903672),['VEGFA'],0.4001428473120373
prostanoid biosynthetic process (GO:0046457),['PLA2G4A'],0.4001428473120373
protein hydroxylation (GO:0018126),['PLOD1'],0.4001428473120373
blood vessel morphogenesis (GO:0048514),"['HES1', 'VEGFA']",0.40365890493415685
peptidyl-tyrosine modification (GO:0018212),"['PDGFRA', 'EGFR']",0.40365890493415685
regulation of cell differentiation (GO:0045595),"['PHLDB1', 'MEGF10', 'HES5', 'ZFP36L1']",0.4064865776347129
regulation of bone mineralization (GO:0030500),"['S1PR1', 'PTN']",0.4064865776347129
cellular response to peptide (GO:1901653),"['GJA1', 'ZFP36L1']",0.4064865776347129
regulation of protein phosphorylation (GO:0001932),"['DAB2', 'PRR5L', 'FAM20A', 'PLPP3', 'EGFR', 'VEGFA']",0.4064865776347129
cellular response to peptide hormone stimulus (GO:0071375),"['NR4A2', 'NR4A3', 'ZFP36L1']",0.4064865776347129
chromosome organization (GO:0051276),"['SOX2', 'TCF7L2', 'PADI2']",0.4064865776347129
organonitrogen compound biosynthetic process (GO:1901566),"['FA2H', 'PLA2G4A', 'ELOVL7', 'PLPP3']",0.4064865776347129
3'-UTR-mediated mRNA destabilization (GO:0061158),['ZFP36L1'],0.4064865776347129
aromatic amino acid family catabolic process (GO:0009074),['QDPR'],0.4064865776347129
regulation of amyloid-beta clearance (GO:1900221),['ABCA7'],0.4064865776347129
regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903587),['VEGFA'],0.4064865776347129
basement membrane organization (GO:0071711),['NTNG2'],0.4064865776347129
body fluid secretion (GO:0007589),['VEGFA'],0.4064865776347129
cellular polysaccharide catabolic process (GO:0044247),['PHKG1'],0.4064865776347129
regulation of ERBB signaling pathway (GO:1901184),['EGFR'],0.4064865776347129
regulation of establishment of cell polarity (GO:2000114),['GSN'],0.4064865776347129
cellular response to corticosteroid stimulus (GO:0071384),['ZFP36L1'],0.4064865776347129
regulation of fatty acid oxidation (GO:0046320),['NR4A3'],0.4064865776347129
cellular response to sterol (GO:0036315),['MLC1'],0.4064865776347129
dendrite self-avoidance (GO:0070593),['DSCAML1'],0.4064865776347129
regulation of monocyte differentiation (GO:0045655),['ZFP36L1'],0.4064865776347129
digestive tract morphogenesis (GO:0048546),['PDGFRA'],0.4064865776347129
regulation of systemic arterial blood pressure (GO:0003073),['GPR37L1'],0.4064865776347129
sphingolipid catabolic process (GO:0030149),['ENPP2'],0.4064865776347129
membrane repolarization (GO:0086009),['ATP1A2'],0.4064865776347129
transepithelial transport (GO:0070633),['SLC1A3'],0.4064865776347129
motor neuron axon guidance (GO:0008045),['LHX1'],0.4064865776347129
negative regulation of anoikis (GO:2000811),['NOTCH1'],0.4064865776347129
negative regulation of cell-substrate junction organization (GO:0150118),['APOD'],0.4064865776347129
negative regulation of epithelial cell differentiation (GO:0030857),['SPRY2'],0.4064865776347129
negative regulation of focal adhesion assembly (GO:0051895),['APOD'],0.4064865776347129
negative regulation of lyase activity (GO:0051350),['EDNRB'],0.4064865776347129
negative regulation of release of cytochrome c from mitochondria (GO:0090201),['AVP'],0.4064865776347129
neural tube development (GO:0021915),['HES5'],0.4064865776347129
neuron cell-cell adhesion (GO:0007158),['NINJ2'],0.4064865776347129
nucleoside diphosphate metabolic process (GO:0009132),['ENTPD1'],0.4064865776347129
oogenesis (GO:0048477),['PTN'],0.4064865776347129
polyol biosynthetic process (GO:0046173),['CYP27A1'],0.4064865776347129
positive regulation of myeloid leukocyte cytokine production involved in immune response (GO:0061081),['NR4A3'],0.4064865776347129
phospholipid transport (GO:0015914),"['ATP8B1', 'ABCA7']",0.41477899532966883
pulmonary valve morphogenesis (GO:0003184),['NOTCH1'],0.41477899532966883
amyloid-beta metabolic process (GO:0050435),['ABCA7'],0.41477899532966883
regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion (GO:0010881),['ATP1A2'],0.41477899532966883
regulation of cell killing (GO:0031341),['CFH'],0.41477899532966883
cell surface receptor signaling pathway involved in heart development (GO:0061311),['NOTCH1'],0.41477899532966883
regulation of establishment of endothelial barrier (GO:1903140),['VEGFA'],0.41477899532966883
cellular response to gamma radiation (GO:0071480),['CRYAB'],0.41477899532966883
regulation of leukocyte migration (GO:0002685),['VEGFA'],0.41477899532966883
diol biosynthetic process (GO:0034312),['QDPR'],0.41477899532966883
regulation of osteoblast proliferation (GO:0033688),['SOX8'],0.41477899532966883
stem cell development (GO:0048864),['SOX8'],0.41477899532966883
membrane depolarization during cardiac muscle cell action potential (GO:0086012),['ATP1A2'],0.41477899532966883
mesenchyme morphogenesis (GO:0072132),['NOTCH1'],0.41477899532966883
vasculature development (GO:0001944),['PDGFRA'],0.41477899532966883
muscle tissue morphogenesis (GO:0060415),['NOTCH1'],0.41477899532966883
negative regulation of amyloid-beta formation (GO:1902430),['ABCA7'],0.41477899532966883
negative regulation of chemokine production (GO:0032682),['APOD'],0.41477899532966883
negative regulation of interleukin-10 production (GO:0032693),['VSIR'],0.41477899532966883
negative regulation of peptidyl-threonine phosphorylation (GO:0010801),['SPRY2'],0.41477899532966883
negative regulation of viral entry into host cell (GO:0046597),['GSN'],0.41477899532966883
pharyngeal system development (GO:0060037),['HES1'],0.41477899532966883
positive regulation of cardiac muscle tissue growth (GO:0055023),['NOTCH1'],0.41477899532966883
positive regulation of collagen metabolic process (GO:0010714),['VSIR'],0.41477899532966883
positive regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045737),['EGFR'],0.41477899532966883
positive regulation of DNA replication (GO:0045740),['EGFR'],0.41477899532966883
positive regulation of macrophage activation (GO:0043032),['IL33'],0.41477899532966883
positive regulation of muscle hypertrophy (GO:0014742),['NR4A3'],0.41477899532966883
positive regulation of positive chemotaxis (GO:0050927),['VEGFA'],0.41477899532966883
positive regulation of stem cell proliferation (GO:2000648),['GJA1'],0.41477899532966883
positive regulation of telomere capping (GO:1904355),['PRKCQ'],0.41477899532966883
positive regulation of transcription of Notch receptor target (GO:0007221),['NOTCH1'],0.41477899532966883
preassembly of GPI anchor in ER membrane (GO:0016254),['PIGZ'],0.41477899532966883
protein autoprocessing (GO:0016540),['MYRF'],0.41477899532966883
homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156),"['PLXNB3', 'DSCAML1']",0.415311423363532
"regulation of DNA-templated transcription, initiation (GO:2000142)","['TCF7L2', 'MITF']",0.4238113237165551
regulation of endocytosis (GO:0030100),"['DAB2', 'ABCA7']",0.4238113237165551
O-glycan processing (GO:0016266),"['GALNT6', 'ST6GAL1']",0.4238113237165551
phosphatidylinositol metabolic process (GO:0046488),"['PLA2G4A', 'PLAAT3', 'SYNJ2']",0.4238113237165551
pulmonary valve development (GO:0003177),['NOTCH1'],0.4238113237165551
regulation of B cell differentiation (GO:0045577),['ZFP36L1'],0.4238113237165551
regulation of cartilage development (GO:0061035),['SOX6'],0.4238113237165551
cell migration involved in sprouting angiogenesis (GO:0002042),['VEGFA'],0.4238113237165551
regulation of delayed rectifier potassium channel activity (GO:1902259),['KCNRG'],0.4238113237165551
regulation of early endosome to late endosome transport (GO:2000641),['DAB2'],0.4238113237165551
cellular response to glucocorticoid stimulus (GO:0071385),['ZFP36L1'],0.4238113237165551
cellular response to pH (GO:0071467),['PKD2L1'],0.4238113237165551
embryonic heart tube development (GO:0035050),['HES1'],0.4238113237165551
regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903798),['EGFR'],0.4238113237165551
response to axon injury (GO:0048678),['APOD'],0.4238113237165551
interleukin-6-mediated signaling pathway (GO:0070102),['ST18'],0.4238113237165551
intracellular estrogen receptor signaling pathway (GO:0030520),['PADI2'],0.4238113237165551
T cell migration (GO:0072678),['S1PR1'],0.4238113237165551
negative regulation of cation transmembrane transport (GO:1904063),['ATP1A2'],0.4238113237165551
negative regulation of Rho protein signal transduction (GO:0035024),['HEG1'],0.4238113237165551
phosphatidylglycerol acyl-chain remodeling (GO:0036148),['PLA2G4A'],0.4238113237165551
positive regulation of cardiac muscle hypertrophy (GO:0010613),['NR4A3'],0.4238113237165551
positive regulation of cartilage development (GO:0061036),['SOX6'],0.4238113237165551
positive regulation of cell migration involved in sprouting angiogenesis (GO:0090050),['VEGFA'],0.4238113237165551
positive regulation of CREB transcription factor activity (GO:0032793),['VEGFA'],0.4238113237165551
positive regulation of fatty acid metabolic process (GO:0045923),['NR4A3'],0.4238113237165551
positive regulation of interleukin-4 production (GO:0032753),['PRKCQ'],0.4238113237165551
positive regulation of nervous system process (GO:0031646),['MYRF'],0.4238113237165551
presynapse assembly (GO:0099054),['LRP4'],0.4238113237165551
cellular response to reactive oxygen species (GO:0034614),"['PDGFRA', 'EGFR']",0.4277769555691098
monocarboxylic acid biosynthetic process (GO:0072330),"['CYP27A1', 'GATM']",0.4277769555691098
neuropeptide signaling pathway (GO:0007218),"['GPR37', 'NXPH4']",0.4277769555691098
organonitrogen compound catabolic process (GO:1901565),"['ENPP2', 'PLA2G4A']",0.4277769555691098
positive regulation of DNA metabolic process (GO:0051054),"['EYA4', 'EGFR']",0.4277769555691098
cellular response to transforming growth factor beta stimulus (GO:0071560),"['ITGB5', 'SOX6', 'ZFP36L1']",0.4277769555691098
negative regulation of cell motility (GO:2000146),"['CLIC4', 'PLXNB3', 'MITF']",0.4277769555691098
cellular amide metabolic process (GO:0043603),"['ST6GAL1', 'PLAAT3', 'PLPP3']",0.4277769555691098
actin filament capping (GO:0051693),['GSN'],0.4277769555691098
atrioventricular valve morphogenesis (GO:0003181),['NOTCH1'],0.4277769555691098
barbed-end actin filament capping (GO:0051016),['GSN'],0.4277769555691098
branching involved in ureteric bud morphogenesis (GO:0001658),['SALL1'],0.4277769555691098
cardiac atrium morphogenesis (GO:0003209),['NOTCH1'],0.4277769555691098
cardiac muscle cell contraction (GO:0086003),['GSN'],0.4277769555691098
regulation of glucose transmembrane transport (GO:0010827),['NR4A3'],0.4277769555691098
regulation of leukocyte chemotaxis (GO:0002688),['PTN'],0.4277769555691098
regulation of neuroinflammatory response (GO:0150077),['IL33'],0.4277769555691098
diol metabolic process (GO:0034311),['PLPP3'],0.4277769555691098
endocardial cushion morphogenesis (GO:0003203),['NOTCH1'],0.4277769555691098
endoplasmic reticulum mannose trimming (GO:1904380),['TRIM13'],0.4277769555691098
establishment of skin barrier (GO:0061436),['FA2H'],0.4277769555691098
establishment or maintenance of apical/basal cell polarity (GO:0035088),['CLIC4'],0.4277769555691098
regulation of stem cell population maintenance (GO:2000036),['PTN'],0.4277769555691098
regulation of vascular endothelial growth factor signaling pathway (GO:1900746),['SPRY2'],0.4277769555691098
glycerolipid catabolic process (GO:0046503),['PLA2G4A'],0.4277769555691098
regulation of water loss via skin (GO:0033561),['FA2H'],0.4277769555691098
response to cholesterol (GO:0070723),['MLC1'],0.4277769555691098
sphingosine metabolic process (GO:0006670),['PLPP3'],0.4277769555691098
leukotriene biosynthetic process (GO:0019370),['PLA2G4A'],0.4277769555691098
ureteric bud morphogenesis (GO:0060675),['SALL1'],0.4277769555691098
vesicle transport along actin filament (GO:0030050),['MYO1E'],0.4277769555691098
negative regulation of amyloid precursor protein catabolic process (GO:1902992),['ABCA7'],0.4277769555691098
negative regulation of calcium ion transport (GO:0051926),['ATP1A2'],0.4277769555691098
negative regulation of cytokine production involved in inflammatory response (GO:1900016),['APOD'],0.4277769555691098
negative regulation of nervous system development (GO:0051961),['NOTCH1'],0.4277769555691098
negative regulation of protein localization to nucleus (GO:1900181),['APOD'],0.4277769555691098
neural crest cell differentiation (GO:0014033),['SOX8'],0.4277769555691098
positive regulation of focal adhesion assembly (GO:0051894),['VEGFA'],0.4277769555691098
positive regulation of leukocyte activation (GO:0002696),['IL33'],0.4277769555691098
postsynaptic membrane organization (GO:0001941),['LRP4'],0.4277769555691098
prostaglandin biosynthetic process (GO:0001516),['PLA2G4A'],0.4277769555691098
positive regulation of angiogenesis (GO:0045766),"['JUP', 'GAB1', 'VEGFA']",0.43239173956388216
cellular response to type I interferon (GO:0071357),"['IFI27', 'IRF3']",0.4347954622127264
chemical homeostasis (GO:0048878),"['AQP4', 'TLCD1']",0.4347954622127264
type I interferon signaling pathway (GO:0060337),"['IFI27', 'IRF3']",0.4347954622127264
protein autoubiquitination (GO:0051865),"['TRIM13', 'RNF220']",0.4347954622127264
positive regulation of cell projection organization (GO:0031346),"['METRN', 'PLXNB3', 'PTN']",0.43533100744567876
embryonic organ development (GO:0048568),"['SALL1', 'GLI3']",0.43533100744567876
positive regulation of cell cycle (GO:0045787),"['MEIS2', 'EGFR']",0.43533100744567876
adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189),"['LPAR1', 'S1PR1', 'S1PR5']",0.43533100744567876
calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules (GO:0016338),['CLDN11'],0.43533100744567876
cardiac epithelial to mesenchymal transition (GO:0060317),['NOTCH1'],0.43533100744567876
cellular modified amino acid biosynthetic process (GO:0042398),['GATM'],0.43533100744567876
cellular monovalent inorganic cation homeostasis (GO:0030004),['ATP1A2'],0.43533100744567876
regulation of fibroblast growth factor receptor signaling pathway (GO:0040036),['SPRY2'],0.43533100744567876
regulation of hippo signaling (GO:0035330),['MOB3B'],0.43533100744567876
regulation of lymphocyte differentiation (GO:0045619),['ZFP36L1'],0.43533100744567876
regulation of protein modification by small protein conjugation or removal (GO:1903320),['EPAS1'],0.43533100744567876
epithelial cilium movement involved in extracellular fluid movement (GO:0003351),['AQP4'],0.43533100744567876
regulation of T cell migration (GO:2000404),['APOD'],0.43533100744567876
toll-like receptor 4 signaling pathway (GO:0034142),['TRIL'],0.43533100744567876
mesoderm development (GO:0007498),['VEGFA'],0.43533100744567876
xenobiotic transport (GO:0042908),['GJA1'],0.43533100744567876
negative regulation of axon extension involved in axon guidance (GO:0048843),['SEMA6D'],0.43533100744567876
negative regulation of viral life cycle (GO:1903901),['GSN'],0.43533100744567876
positive regulation of alpha-beta T cell activation (GO:0046635),['GLI3'],0.43533100744567876
positive regulation of cyclin-dependent protein kinase activity (GO:1904031),['EGFR'],0.43533100744567876
positive regulation of embryonic development (GO:0040019),['LHX1'],0.43533100744567876
positive regulation of heart contraction (GO:0045823),['ATP1A2'],0.43533100744567876
positive regulation of interferon-alpha production (GO:0032727),['IRF3'],0.43533100744567876
positive regulation of protein processing (GO:0010954),['GSN'],0.43533100744567876
protein N-linked glycosylation (GO:0006487),"['ST6GAL1', 'GAL3ST1']",0.44269249524944715
regulation of epidermal growth factor receptor signaling pathway (GO:0042058),"['SPRY2', 'EGFR']",0.44269249524944715
positive regulation of catabolic process (GO:0009896),"['VSIR', 'NKD1']",0.44269249524944715
positive regulation of protein localization to nucleus (GO:1900182),"['JUP', 'ZIC1']",0.44449991239098446
actin filament-based transport (GO:0099515),['MYO1E'],0.44449991239098446
purinergic nucleotide receptor signaling pathway (GO:0035590),['ENTPD1'],0.44449991239098446
regulation of anoikis (GO:2000209),['NOTCH1'],0.44449991239098446
regulation of cardiac muscle cell proliferation (GO:0060043),['NOTCH1'],0.44449991239098446
regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882),['ATP1A2'],0.44449991239098446
cellular response to estradiol stimulus (GO:0071392),['EGFR'],0.44449991239098446
